side,entry_p,sl,tp,lot,cb,cs,pt,time,pnl,exit
BUY,0.67066,0.6702178571428571,0.672461269514046,1.0,7,1,True,2025-12-26 18:20:00,284.09999999999934,MARKET
BUY,0.67066,0.6702189285714285,0.6724780901223639,1.0,7,1,True,2025-12-26 18:25:00,284.09999999999934,MARKET
