side,entry_p,sl,tp,lot,cb,cs,pt,time,pnl,exit
BUY,0.67118,0.6706228571428572,0.6723340478166284,0.9,5,0,True,2025-12-26 18:05:00,-5.014285714285305,SL
BUY,0.67079,0.6701885714285714,0.6724341557531264,0.8300000000000001,7,0,True,2025-12-26 18:15:00,-4.991857142857725,SL
SELL,0.66829,0.6687874285714286,0.6671811245531301,1.0,2,6,True,2026-01-05 12:15:00,-307.79999999999916,MARKET
SELL,0.66842,0.6687874285714286,0.6671293455941637,1.0,2,5,True,2026-01-05 12:20:00,-306.49999999999955,MARKET
