side,entry_p,sl,tp,lot,cb,cs,pt,time,pnl,exit
SELL,0.58341,0.5836828571428571,0.5820273713433595,1.0,0,5,True,2025-12-26 16:25:00,-2.7285714285707474,SL
SELL,0.57439,0.5746731428571429,0.5730041903690745,1.0,2,5,True,2026-01-14 04:45:00,-71.20000000000016,MARKET
SELL,0.57431,0.5746731428571429,0.5729867249934171,1.0,2,6,True,2026-01-14 04:55:00,-71.99999999999984,MARKET
