side,entry_p,sl,tp,lot,cb,cs,pt,time,pnl,exit
SELL,1.16842,1.1687475714285713,1.1659644110480272,1.0,2,6,True,2026-01-05 16:50:00,-3.2757142857131605,SL
SELL,1.16446,1.1645982142857143,1.1635745299100677,1.0,2,6,True,2026-01-14 05:20:00,231.70000000000135,MARKET
SELL,1.16458,1.1646575714285714,1.163604998404275,1.0,2,6,True,2026-01-14 05:30:00,232.90000000000032,MARKET
