side,entry_p,sl,tp,lot,cb,cs,pt,time,pnl,exit
SELL,1.3445,1.3453614285714286,1.343043908730753,0.58,2,6,True,2025-12-31 13:10:00,-4.996285714285698,SL
BUY,1.34782,1.3474514285714285,1.3488753491623102,1.0,5,2,True,2026-01-02 06:50:00,-101.90000000000143,MARKET
BUY,1.34781,1.3474499999999998,1.3488637587965089,1.0,5,2,True,2026-01-02 06:55:00,-101.80000000000078,MARKET
