side,entry_p,sl,tp,lot,cb,cs,pt,time,pnl,exit
SELL,0.57431,0.5746498571428571,0.5729867249934171,1.0,2,6,True,2026-01-14 04:55:00,-3.39857142857114,SL
SELL,0.59046,0.59088,0.5893366204636871,1.0,1,6,True,2026-01-23 13:25:00,89.50000000000014,MARKET
SELL,0.59056,0.5908887142857142,0.589314284418552,1.0,2,6,True,2026-01-23 13:35:00,90.50000000000003,MARKET
