side,entry_p,sl,tp,lot,cb,cs,pt,time,pnl,exit
BUY,1.17728,1.1770737142857144,1.1793992978096932,1.0,6,0,True,2025-12-26 18:05:00,-2.062857142857144,SL
SELL,1.17632,1.1766628571428572,1.1753901495848347,1.0,0,5,True,2025-12-29 21:45:00,350.30000000000115,MARKET
SELL,1.17644,1.17679,1.1754016358585728,1.0,0,5,True,2025-12-29 21:50:00,351.50000000000017,MARKET
